%C5%A1%C4%B7%C4%ABvjot%C4%81+kolonna-lv = deprecatedTerm-admn-sts
Eiropas+avi%C4%81cijas+dro%C5%A1uma+pl%C4%81ns-lv = preferredTerm-admn-sts
IOR-ARC-lv = supersededTerm-admn-sts
IT+a%C4%A3ent%C5%ABra-lv = supersededTerm-admn-sts
Inform%C4%81cijas+sabiedr%C4%ABbas+un+sazi%C5%86as+l%C4%ABdzek%C4%BCu+%C4%A3ener%C4%81ldirektor%C4%81ts-lv = supersededTerm-admn-sts
Izgl%C4%ABt%C4%ABbas%2C+jaunatnes+un+kult%C5%ABras+padome-lv = supersededTerm-admn-sts
Izgl%C4%ABt%C4%ABbas+un+kult%C5%ABras+%C4%A2D-lv = supersededTerm-admn-sts
Kopienas+pilsonis-lv = supersededTerm-admn-sts
PHEA-lv = supersededTerm-admn-sts
Starptautisk%C4%81+konvencija+par+ku%C4%A3u+izrais%C4%ABta+pies%C4%81r%C5%86ojuma+nov%C4%93r%C5%A1anu-lv = preferredTerm-admn-sts
Vienot%C4%81+noregul%C4%93juma+meh%C4%81nisma+jaut%C4%81jumu+ad+hoc+darba+grupa-lv = supersededTerm-admn-sts
atgriezes+modulis-lv = preferredTerm-admn-sts
audz%C4%93tava-lv = preferredTerm-admn-sts
citi+petrolejas+veidi-lv = preferredTerm-admn-sts
daudzpus%C4%93ja+starpbanku+komisijas+maksa-lv = preferredTerm-admn-sts
fiks%C4%93ta+summa-lv = preferredTerm-admn-sts
gaisa+temperat%C5%ABras+sensors-lv = preferredTerm-admn-sts
ilgtermi%C5%86a+v%C4%ABza-lv = preferredTerm-admn-sts
izejas+jauda-lv = preferredTerm-admn-sts
kait%C4%93klis-lv = supersededTerm-admn-sts
karte%C4%BCa+nol%C4%ABgums-lv = preferredTerm-admn-sts
konflikta+tiesisko+seku+likvid%C4%81cija-lv = deprecatedTerm-admn-sts
kult%C5%ABras+industrija-lv = preferredTerm-admn-sts
neform%C4%81la+ministru+san%C4%81ksme-lv = preferredTerm-admn-sts
nosaukuma+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
nov%C4%93rt%C4%93jums+par+ietekmi+uz+datu+aizsardz%C4%ABbu-lv = preferredTerm-admn-sts
pace%C4%BCama+ass-lv = preferredTerm-admn-sts
priv%C4%81tais+m%C4%81ko%C5%86pakalpojums-lv = deprecatedTerm-admn-sts
regula+%22Brisele+I%22-lv = preferredTerm-admn-sts
rekt%C4%81li-lv = preferredTerm-admn-sts
sa%C4%B7eres+izmantojuma+l%C4%ABkne-lv = preferredTerm-admn-sts
sec%C4%ABgs+atkl%C4%81ta+sweep+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
sp%C4%93k%C4%81+esam%C4%ABba+p%C4%93c+formas-lv = preferredTerm-admn-sts
taktiskais+bezpilota+gaisa+ku%C4%A3is-lv = preferredTerm-admn-sts
titr%C4%93%C5%A1anas+beigu+punkts-lv = preferredTerm-admn-sts
uztur%C4%93%C5%A1anas+pras%C4%ABbas+par%C4%81dnieks-lv = admittedTerm-admn-sts
vesel%C4%ABbas+apr%C5%ABpes+speci%C4%81lists-lv = preferredTerm-admn-sts
zieme%C4%BCu+makr%C5%ABrzivs-lv = preferredTerm-admn-sts
%C4%81r%C4%93jo+rezervju+akt%C4%ABvi-lv = preferredTerm-admn-sts
%C4%81truma+ierobe%C5%BEo%C5%A1anas+ier%C4%ABce-lv = preferredTerm-admn-sts
%C4%A3imenes+attiec%C4%ABbas-lv = admittedTerm-admn-sts
%C4%A3imenes+tiesisk%C4%81s+attiec%C4%ABbas-lv = admittedTerm-admn-sts
C+kategorijas+v%C4%ABza-lv = admittedTerm-admn-sts
EDAP-lv = supersededTerm-admn-sts
Isl%C4%81ma+konferences+organiz%C4%81cija-lv = supersededTerm-admn-sts
Konstantinopole-lv = supersededTerm-admn-sts
Kopienas+akts-lv = supersededTerm-admn-sts
Kopienas+pre%C4%8Du+z%C4%ABme-lv = supersededTerm-admn-sts
Profilaktisk%C4%81s+vesel%C4%ABbas+apr%C5%ABpes+un+darbavietas+dro%C5%A1uma+noda%C4%BCa-lv = supersededTerm-admn-sts
Starptautisk%C4%81+telegr%C4%81fa+un+telefona+padomdev%C4%93ja+komiteja-lv = supersededTerm-admn-sts
Tad%C5%BEikija-lv = supersededTerm-admn-sts
Uz%C5%86%C4%93m%C4%93jdarb%C4%ABbas+ties%C4%ABbu+jaut%C4%81jumu+darba+grupa+%28gr%C4%81matved%C4%ABba+un+oblig%C4%81tais+audits%29-lv = supersededTerm-admn-sts
akcion%C4%81ru+iesaiste-lv = preferredTerm-admn-sts
ar+dzimumu+saist%C4%ABta+vardarb%C4%ABba-lv = preferredTerm-admn-sts
decentraliz%C4%93t%C4%81+prefekt%C5%ABra-lv = admittedTerm-admn-sts
granularit%C4%81te-lv = preferredTerm-admn-sts
koka%C4%ABnkr%C5%ABms-lv = preferredTerm-admn-sts
ku%C4%A3a+draga-lv = preferredTerm-admn-sts
l%C4%ABgumisk%C4%81+atbild%C4%ABba-lv = preferredTerm-admn-sts
mazoglek%C4%BCa+ekonomisk%C4%81s+att%C4%ABst%C4%ABbas+strat%C4%93%C4%A3ija-lv = preferredTerm-admn-sts
me%C5%BEa+atjauno%C5%A1ana-lv = deprecatedTerm-admn-sts
normat%C4%ABv%C4%81s+atbilst%C4%ABbas+kontrole-lv = preferredTerm-admn-sts
pagrie%C5%A1an%C4%81s+gaismas+lukturis-lv = preferredTerm-admn-sts
piln%C4%ABgs+kont%C5%ABru+mar%C4%B7%C4%93jums-lv = preferredTerm-admn-sts
pras%C4%ABba+par+v%C4%ABzas+nepiecie%C5%A1am%C4%ABbu-lv = preferredTerm-admn-sts
st%C4%81ties+sp%C4%93k%C4%81-lv = preferredTerm-admn-sts
uz%C5%86%C4%93m%C4%93jdarb%C4%ABbas+modelis-lv = deprecatedTerm-admn-sts
valsts+kred%C4%ABtriska+mijmai%C5%86as+dar%C4%ABjums-lv = preferredTerm-admn-sts
valsts+un+priv%C4%81t%C4%81+partner%C4%ABba-lv = deprecatedTerm-admn-sts
Eiropas+Kopienas+dibin%C4%81%C5%A1anas+l%C4%ABgums-lv = supersededTerm-admn-sts
IKT-lv = preferredTerm-admn-sts
Vidusj%C5%ABras+re%C4%A3ion%C4%81l%C4%81+konsultat%C4%ABv%C4%81+padome-lv = supersededTerm-admn-sts
Visp%C4%81r%C4%93j%C4%81+vieno%C5%A1an%C4%81s+par+pakalpojumu+tirdzniec%C4%ABbu-lv = preferredTerm-admn-sts
Zieme%C4%BCatlantijas+Padome-lv = preferredTerm-admn-sts
alimenti-lv = supersededTerm-admn-sts
atkritumu+inciner%C4%81cija-lv = preferredTerm-admn-sts
atsevi%C5%A1%C4%B7s+t%C4%ABkla+modelis-lv = preferredTerm-admn-sts
autonomas+uztur%C4%93%C5%A1an%C4%81s+ties%C4%ABbas-lv = admittedTerm-admn-sts
aviokomp%C4%81nija-lv = preferredTerm-admn-sts
izejas+strat%C4%93%C4%A3ija-lv = supersededTerm-admn-sts
jaudas+iepriek%C5%A1paredz%C4%93ta+sadale-lv = deprecatedTerm-admn-sts
likvidid%C4%81tes+periods-lv = preferredTerm-admn-sts
m%C4%81ksl%C4%ABgais+mais%C4%ABjums+z%C4%ABdai%C5%86iem-lv = deprecatedTerm-admn-sts
neatkar%C4%ABgu+neizplat%C4%AB%C5%A1anas+un+atbru%C5%86o%C5%A1an%C4%81s+domn%C4%ABcu+Eiropas+t%C4%ABkls-lv = preferredTerm-admn-sts
nekombatants-lv = preferredTerm-admn-sts
paral%C4%93la+negat%C4%ABv%C4%81+kontrolgrupa-lv = preferredTerm-admn-sts
pilnsapulce-lv = supersededTerm-admn-sts
priek%C5%A1%C4%93jais+gabar%C4%ABta+luktur%C4%ABtis-lv = deprecatedTerm-admn-sts
sarkan%C4%81+zobaine-lv = deprecatedTerm-admn-sts
spr%C4%81dzienb%C4%ABstami+priek%C5%A1meti-lv = preferredTerm-admn-sts
ties%C4%ABbas+doties+laul%C4%ABb%C4%81-lv = preferredTerm-admn-sts
uzturvielu+mar%C4%B7%C4%93jums-lv = supersededTerm-admn-sts
zemu+novietota+apgaismes+sist%C4%93ma-lv = deprecatedTerm-admn-sts
%C5%A0igas+toks%C4%ABns-lv = preferredTerm-admn-sts
%CE%BA+opio%C4%ABdu+receptors-lv = preferredTerm-admn-sts
Atbru%C5%86o%C5%A1an%C4%81s+komitejas+konference-lv = supersededTerm-admn-sts
Beniluksa+Ekonomikas+savien%C4%ABba-lv = supersededTerm-admn-sts
Pirm%C4%81s+paaudzes+glob%C4%81l%C4%81+navig%C4%81cijas+satel%C4%ABtu+sist%C4%93ma-lv = preferredTerm-admn-sts
Rifta+ielejas+drud%C5%BEa+v%C4%ABrusa+infekcija-lv = preferredTerm-admn-sts
Stabilit%C4%81tes+pakta+ad+hoc+darba+grupa-lv = supersededTerm-admn-sts
atpaka%C4%BCgaita-lv = preferredTerm-admn-sts
kaujas+bezpilota+gaisa+ku%C4%A3is-lv = preferredTerm-admn-sts
kosmosa+ku%C4%A3is-lv = preferredTerm-admn-sts
main%C4%81mas+degvielas+transportl%C4%ABdzeklis-lv = preferredTerm-admn-sts
melnais+ogleklis-lv = preferredTerm-admn-sts
met%C4%81ll%C5%AB%C5%BE%C5%86u+recikl%C4%93%C5%A1anas+iek%C4%81rta-lv = preferredTerm-admn-sts
oglek%C4%BCa+emisiju+p%C4%81rvirze-lv = preferredTerm-admn-sts
%C5%A1%C4%B7%C4%93rs%C5%A1%C5%ABt%C4%81+n%C4%81trija+CMC-lv = deprecatedTerm-admn-sts
Ansar+Jerusalem-lv = supersededTerm-admn-sts
Civildienesta+tiesa-lv = supersededTerm-admn-sts
EIB+P%C4%81rvald%C4%ABbas+komiteja-lv = deprecatedTerm-admn-sts
ES+Strat%C4%93%C4%A3ija+vieglo+un+k%C4%81jnieku+iero%C4%8Du+un+to+mun%C4%ABcijas+nelikum%C4%ABgas+uzkr%C4%81%C5%A1anas+un+tirdzniec%C4%ABbas+apkaro%C5%A1anai-lv = preferredTerm-admn-sts
ES+tipa+apstiprin%C4%81jums-lv = admittedTerm-admn-sts
Eiropas+Rado%C5%A1o+industriju+alianse-lv = preferredTerm-admn-sts
Ener%C4%A3%C4%93tikas+un+transporta+%C4%A2D-lv = supersededTerm-admn-sts
InnovFin+%E2%80%94+ES+finans%C4%93jums+novatoriem-lv = preferredTerm-admn-sts
Konvencija+par+starptautisko+finan%C5%A1u+nomu-lv = preferredTerm-admn-sts
Kopienas+Pre%C4%8Du+z%C4%ABmes+regula-lv = supersededTerm-admn-sts
Patent%C4%93to+z%C4%81%C4%BCu+komiteja-lv = supersededTerm-admn-sts
aiztur%C4%93to+%C4%81rzemnieku+izmitin%C4%81%C5%A1anas+centrs-lv = preferredTerm-admn-sts
apgabals-lv = admittedTerm-admn-sts
apzin%C4%81t%C4%81s+atzi%C5%86as-lv = preferredTerm-admn-sts
atgrie%C5%A1an%C4%81s+pien%C4%81kums-lv = admittedTerm-admn-sts
atsevi%C5%A1%C4%B7a+brauc%C4%93ja+masa-lv = preferredTerm-admn-sts
atv%C4%93r%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
br%C4%ABdin%C4%81jums%2C+lai+atteiktu+iece%C4%BCo%C5%A1anu-lv = preferredTerm-admn-sts
degsl%C4%81neklis-lv = preferredTerm-admn-sts
dzim%C5%A1ana-lv = deprecatedTerm-admn-sts
ilgsto%C5%A1s+bezdarbnieks-lv = preferredTerm-admn-sts
intere%C5%A1u+grupa+%E2%80%9CMVU%2C+amatnieki+un+br%C4%ABvo+profesiju+p%C4%81rst%C4%81vji%E2%80%9D-lv = supersededTerm-admn-sts
intrakut%C4%81na+injekcija-lv = preferredTerm-admn-sts
kop%C4%93j%C4%81+ce%C4%BCo%C5%A1anas+telpa-lv = preferredTerm-admn-sts
tilti%C5%86detonators-lv = preferredTerm-admn-sts
vad%C4%ABbas+un+kontroles+sist%C4%93ma-lv = deprecatedTerm-admn-sts
varb%C5%ABt%C4%ABgs+gad%C4%ABjums-lv = preferredTerm-admn-sts
vienloga+sist%C4%93ma-lv = preferredTerm-admn-sts
zvejai+ierobe%C5%BEots+apgabals-lv = preferredTerm-admn-sts
zvejas+lieguma+apgabals-lv = deprecatedTerm-admn-sts
%C5%A1%C4%B7%C4%93rs%C5%A1%C5%ABt%C4%81+n%C4%81trija+CMC-lv = deprecatedTerm-admn-sts
Ansar+Jerusalem-lv = supersededTerm-admn-sts
Civildienesta+tiesa-lv = supersededTerm-admn-sts
EIB+P%C4%81rvald%C4%ABbas+komiteja-lv = deprecatedTerm-admn-sts
ES+Strat%C4%93%C4%A3ija+vieglo+un+k%C4%81jnieku+iero%C4%8Du+un+to+mun%C4%ABcijas+nelikum%C4%ABgas+uzkr%C4%81%C5%A1anas+un+tirdzniec%C4%ABbas+apkaro%C5%A1anai-lv = preferredTerm-admn-sts
ES+tipa+apstiprin%C4%81jums-lv = admittedTerm-admn-sts
Eiropas+Rado%C5%A1o+industriju+alianse-lv = preferredTerm-admn-sts
Ener%C4%A3%C4%93tikas+un+transporta+%C4%A2D-lv = supersededTerm-admn-sts
InnovFin+%E2%80%94+ES+finans%C4%93jums+novatoriem-lv = preferredTerm-admn-sts
Konvencija+par+starptautisko+finan%C5%A1u+nomu-lv = preferredTerm-admn-sts
Kopienas+Pre%C4%8Du+z%C4%ABmes+regula-lv = supersededTerm-admn-sts
Patent%C4%93to+z%C4%81%C4%BCu+komiteja-lv = supersededTerm-admn-sts
aiztur%C4%93to+%C4%81rzemnieku+izmitin%C4%81%C5%A1anas+centrs-lv = preferredTerm-admn-sts
apgabals-lv = admittedTerm-admn-sts
apzin%C4%81t%C4%81s+atzi%C5%86as-lv = preferredTerm-admn-sts
atgrie%C5%A1an%C4%81s+pien%C4%81kums-lv = admittedTerm-admn-sts
atsevi%C5%A1%C4%B7a+brauc%C4%93ja+masa-lv = preferredTerm-admn-sts
atv%C4%93r%C5%A1anas+r%C4%ABkojums-lv = deprecatedTerm-admn-sts
br%C4%ABdin%C4%81jums%2C+lai+atteiktu+iece%C4%BCo%C5%A1anu-lv = preferredTerm-admn-sts
degsl%C4%81neklis-lv = preferredTerm-admn-sts
dzim%C5%A1ana-lv = deprecatedTerm-admn-sts
ilgsto%C5%A1s+bezdarbnieks-lv = preferredTerm-admn-sts
intere%C5%A1u+grupa+%E2%80%9CMVU%2C+amatnieki+un+br%C4%ABvo+profesiju+p%C4%81rst%C4%81vji%E2%80%9D-lv = supersededTerm-admn-sts
intrakut%C4%81na+injekcija-lv = preferredTerm-admn-sts
kop%C4%93j%C4%81+ce%C4%BCo%C5%A1anas+telpa-lv = preferredTerm-admn-sts
tilti%C5%86detonators-lv = preferredTerm-admn-sts
vad%C4%ABbas+un+kontroles+sist%C4%93ma-lv = deprecatedTerm-admn-sts
varb%C5%ABt%C4%ABgs+gad%C4%ABjums-lv = preferredTerm-admn-sts
vienloga+sist%C4%93ma-lv = preferredTerm-admn-sts
zvejai+ierobe%C5%BEots+apgabals-lv = preferredTerm-admn-sts
zvejas+lieguma+apgabals-lv = deprecatedTerm-admn-sts
