%28production+de%29+gaz+%C3%A0+partir+d%27%C3%A9lectricit%C3%A9-fr = preferredTerm-admn-sts
groupe+des+activit%C3%A9s+diverses-fr = supersededTerm-admn-sts
hotspot-fr = admittedTerm-admn-sts
hydrochlorofluorocarbone-fr = preferredTerm-admn-sts
immigr%C3%A9-fr = preferredTerm-admn-sts
infection+par+le+syndrome+dysg%C3%A9n%C3%A9sique+et+respiratoire+du+porc-fr = preferredTerm-admn-sts
infection+par+le+virus+de+l%E2%80%99art%C3%A9rite+%C3%A9quine-fr = preferredTerm-admn-sts
informatique+en+nuage-fr = preferredTerm-admn-sts
m%C3%A9canisme+interactif+de+veille+et+d%27anticipation+des+crises-fr = preferredTerm-admn-sts
navire+de+charge-fr = preferredTerm-admn-sts
parachute+dor%C3%A9-fr = preferredTerm-admn-sts
pornographie+enfantine-fr = admittedTerm-admn-sts
propyl%C3%A8ne+glycol-fr = preferredTerm-admn-sts
section+hors+quota-fr = supersededTerm-admn-sts
transporteur+a%C3%A9rien-fr = preferredTerm-admn-sts
%C3%A9lection+au+scrutin+direct-fr = admittedTerm-admn-sts
%C3%A9leuth%C3%A9rocoque-fr = preferredTerm-admn-sts
%C3%A9tranger-fr = preferredTerm-admn-sts
CSPR-fr = supersededTerm-admn-sts
Comit%C3%A9+de+l%27article+133-fr = supersededTerm-admn-sts
Comit%C3%A9+de+la+politique+commerciale+-+Experts+%28ATSI%2C+services+et+investissements%2C+reconnaissance+mutuelle%29-fr = supersededTerm-admn-sts
Comit%C3%A9+de+s%C3%A9curit%C3%A9+%28INFOSEC+-+autorit%C3%A9s+d%27%C3%A9valuation+qualifi%C3%A9es%29-fr = supersededTerm-admn-sts
Commission+internationale+pour+la+protection+du+Rhin+contre+la+pollution-fr = supersededTerm-admn-sts
Conseil+international+pour+les+initiatives+%C3%A9cologiques+locales-fr = supersededTerm-admn-sts
Convention+sur+la+dur%C3%A9e+du+travail+%28mines+de+charbon%29%2C+1931+%28C31%29-fr = supersededTerm-admn-sts
DCRI-fr = supersededTerm-admn-sts
DG+ADMIN-fr = supersededTerm-admn-sts
Direction+2+-+Gestion+de+l%27information+et+des+connaissances-fr = supersededTerm-admn-sts
ESEA-fr = preferredTerm-admn-sts
FEOGA-fr = supersededTerm-admn-sts
Great+Repeal+Bill-fr = supersededTerm-admn-sts
Groupe+directeur+II-fr = supersededTerm-admn-sts
Hode%C3%AFda-fr = preferredTerm-admn-sts
MTI-fr = supersededTerm-admn-sts
NCL-fr = admittedTerm-admn-sts
On+trouvera+%C3%A0+l%27addendum+1+du+pr%C3%A9sent+proc%C3%A8s-verbal+des+informations+relatives+%C3%A0+l%27adoption+d%C3%A9finitive+des+actes+du+Conseil+qui+peuvent+%C3%AAtre+rendues+publiques.-fr = supersededTerm-admn-sts
PESD-fr = supersededTerm-admn-sts
PROMT-fr = supersededTerm-admn-sts
R%C3%A9seau+des+gouvernements+r%C3%A9gionaux+pour+le+d%C3%A9veloppement+durable-fr = preferredTerm-admn-sts
R%C3%A9union+interorganisations+concernant+les+services+linguistiques%2C+la+documentation+et+les+publications-fr = supersededTerm-admn-sts
Thimphou-fr = preferredTerm-admn-sts
UEB-fr = supersededTerm-admn-sts
abattage+sp%C3%A9cial+d%27urgence-fr = supersededTerm-admn-sts
admissibilit%C3%A9-fr = preferredTerm-admn-sts
arrangement+de+La+Haye+du+6+novembre+1925+concernant+le+d%C3%A9p%C3%B4t+international+des+dessins+et+mod%C3%A8les+industriels%2C+r%C3%A9vis%C3%A9+%C3%A0+Londres+le+2+juin+1934-fr = deprecatedTerm-admn-sts
batterie+ailett%C3%A9e-fr = admittedTerm-admn-sts
brise+de+montagne-fr = preferredTerm-admn-sts
comit%C3%A9+de+pilotage-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+l%27emploi+%2C+des+affaires+sociales+et+de+l%27inclusion-fr = supersededTerm-admn-sts
commissaire+charg%C3%A9+de+la+concurrence-fr = supersededTerm-admn-sts
d%C3%A9cision+europ%C3%A9enne-fr = supersededTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+du+d%C3%A9veloppement+et+des+relations+avec+les+%C3%89tats+d%27Afrique%2C+des+Cara%C3%AFbes+et+du+Pacifique-fr = supersededTerm-admn-sts
enc%C3%A9phalomy%C3%A9lite+%C3%A0+Ent%C3%A9rovirus-fr = preferredTerm-admn-sts
forfait+heures+suppl%C3%A9mentaires-fr = supersededTerm-admn-sts
interdiction+de+retour-fr = preferredTerm-admn-sts
market+timing-fr = deprecatedTerm-admn-sts
masse+molaire-fr = preferredTerm-admn-sts
mod%C3%A8le+d%27%C2%ABoctroi+puis+cession%C2%BB-fr = preferredTerm-admn-sts
monopieu-fr = preferredTerm-admn-sts
non-inscrit-fr = admittedTerm-admn-sts
num%C3%A9risation-fr = admittedTerm-admn-sts
office+central+de+lutte+contre+le+trafic+illicite+des+stup%C3%A9fiants-fr = supersededTerm-admn-sts
parc+%C3%A9olien+terrestre-fr = preferredTerm-admn-sts
plateforme+europ%C3%A9enne+dans+l%27objectif+de+renforcer+la+coop%C3%A9ration+visant+%C3%A0+pr%C3%A9venir+et+%C3%A0+d%C3%A9courager+le+travail+non+d%C3%A9clar%C3%A9-fr = supersededTerm-admn-sts
produit+chimique+soumis+%C3%A0+la+proc%C3%A9dure+PIC-fr = preferredTerm-admn-sts
programme+de+recherche+et+de+formation+de+la+Communaut%C3%A9+europ%C3%A9enne+de+l%27%C3%A9nergie+atomique+%282019-2020%29+compl%C3%A9tant+le+programme-cadre+pour+la+recherche+et+l%27innovation+%C2%ABHorizon+2020%C2%BB-fr = admittedTerm-admn-sts
r%C3%A9gion+en+retard+de+d%C3%A9veloppement-fr = admittedTerm-admn-sts
s%C3%A9jour+inf%C3%A9rieur+%C3%A0+trois+mois-fr = admittedTerm-admn-sts
secr%C3%A9taire+g%C3%A9n%C3%A9ral+du+Conseil-fr = preferredTerm-admn-sts
soci%C3%A9t%C3%A9+m%C3%A8re+ultime-fr = preferredTerm-admn-sts
sous-r%C3%A9gion+g%C3%A9ographique+de+la+CGPM-fr = preferredTerm-admn-sts
statut+des+fonctionnaires+des+Communaut%C3%A9s+europ%C3%A9ennes+et+r%C3%A9gime+applicable+aux+autres+agents+de+ces+Communaut%C3%A9s-fr = supersededTerm-admn-sts
titre+de+travail-fr = preferredTerm-admn-sts
Agence+de+l%27UE+pour+les+droits+de+l%27homme-fr = supersededTerm-admn-sts
CJUS-fr = supersededTerm-admn-sts
CPEP-fr = supersededTerm-admn-sts
Centre+commun+de+recherches+nucleaires-fr = supersededTerm-admn-sts
Centre+europ%C3%A9en+pour+l%27%C3%A9tude+des+infrastructures-fr = supersededTerm-admn-sts
DPAD-fr = admittedTerm-admn-sts
Direction+1+-+Affaires+int%C3%A9rieures-fr = supersededTerm-admn-sts
EEA-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Agences+de+notation%29-fr = supersededTerm-admn-sts
Journ%C3%A9e+europ%C3%A9enne+de+la+justice+civile-fr = supersededTerm-admn-sts
Journ%C3%A9es+olympiques+de+la+jeunesse+europ%C3%A9enne-fr = deprecatedTerm-admn-sts
March%C3%A9+%C3%A0+terme+d%27instruments+financiers-fr = supersededTerm-admn-sts
Office+de+l%27Organe+des+r%C3%A9gulateurs+europ%C3%A9ens+des+communications+%C3%A9lectroniques-fr = supersededTerm-admn-sts
Protocole+relatif+aux+importations+dans+la+Communaut%C3%A9+%C3%A9conomique+europ%C3%A9enne+de+produits+p%C3%A9troliers+raffin%C3%A9s+aux+Antilles+n%C3%A9erlandaises-fr = supersededTerm-admn-sts
Tribunal+de+la+fonction+publique+de+l%27Union+europ%C3%A9enne-fr = supersededTerm-admn-sts
UIPN-fr = supersededTerm-admn-sts
Venice+Days-fr = supersededTerm-admn-sts
adjudicataire-fr = deprecatedTerm-admn-sts
agression+sexuelle-fr = preferredTerm-admn-sts
champ+de+contr%C3%B4le-fr = supersededTerm-admn-sts
classification+europ%C3%A9enne+des+aptitudes%2C+comp%C3%A9tences%2C+certifications+et+professions-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+l%27agriculture+et+du+d%C3%A9veloppement+rural-fr = supersededTerm-admn-sts
consommation+%C3%A0+haut+risque-fr = deprecatedTerm-admn-sts
effet+de+sillage-fr = preferredTerm-admn-sts
indice+d%27opacit%C3%A9+financi%C3%A8re-fr = preferredTerm-admn-sts
irrecevabilit%C3%A9+de+la+demande+d%27asile+pour+cause+de+demande+identique-fr = preferredTerm-admn-sts
loi-cadre+europ%C3%A9enne-fr = supersededTerm-admn-sts
m%C3%A9gadonn%C3%A9es-fr = preferredTerm-admn-sts
mar%C3%A2tre-fr = supersededTerm-admn-sts
marque+communautaire-fr = supersededTerm-admn-sts
plan+de+gestion+du+rendement+%C3%A9nerg%C3%A9tique-fr = preferredTerm-admn-sts
province+de+la+Fronti%C3%A8re+du+Nord-Ouest-fr = preferredTerm-admn-sts
sel+ign%C3%A9-fr = preferredTerm-admn-sts
techniques+d%27interrogatoire+renforc%C3%A9-fr = preferredTerm-admn-sts
unit%C3%A9+Gestion+du+risque+et+planification+de+la+continuit%C3%A9+des+activit%C3%A9s-fr = supersededTerm-admn-sts
vent+de+surface-fr = preferredTerm-admn-sts
vue+d%27ensemble+de+haut+niveau-fr = deprecatedTerm-admn-sts
zone+de+crise-fr = deprecatedTerm-admn-sts
Commission+de+secours+et+de+r%C3%A9habilitation-fr = supersededTerm-admn-sts
Conseil+%22Comp%C3%A9titivit%C3%A9%22+%28march%C3%A9+int%C3%A9rieur%2C+industrie+et+recherche%29-fr = supersededTerm-admn-sts
Convention+de+r%C3%A9duction+de+la+dur%C3%A9e+du+travail+%28textile%29%2C+1937+%28C61%29-fr = supersededTerm-admn-sts
Direction+1+-+Agriculture+%28CSA+-+Comit%C3%A9+sp%C3%A9cial+Agriculture%29-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+E+-+Environnement%2C+%C3%A9ducation%2C+transports+et+%C3%A9nergie-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+de+la+soci%C3%A9t%C3%A9+de+l%27information-fr = supersededTerm-admn-sts
Forum+europ%C3%A9en+pour+la+m%C3%A9diation+entre+les+victimes+et+les+d%C3%A9linquants+et+la+justice+r%C3%A9paratrice-fr = supersededTerm-admn-sts
HCoC-fr = preferredTerm-admn-sts
IDAHO-fr = supersededTerm-admn-sts
Quatuor-fr = preferredTerm-admn-sts
R%C3%A9seau+T%C3%A9l%C3%A9phonique+Transcanadien-fr = supersededTerm-admn-sts
Service+de+l%E2%80%99UE+%C3%A0+l%E2%80%99aide+humanitaire+et+%C3%A0+la+protection+civile-fr = admittedTerm-admn-sts
Soci%C3%A9t%C3%A9+espagnole+d%27automobiles+de+tourisme-fr = deprecatedTerm-admn-sts
adition+d%27h%C3%A9r%C3%A9dit%C3%A9-fr = supersededTerm-admn-sts
cadre+d%27%C3%A9valuation+et+de+suivi+des+performances-fr = deprecatedTerm-admn-sts
caisse+de+pr%C3%A9voyance-fr = admittedTerm-admn-sts
comit%C3%A9+de+l%27information+%C3%A9conomique+et+de+l%27information+sur+le+march%C3%A9-fr = supersededTerm-admn-sts
comit%C3%A9+de+suivi+UE-ACP-fr = preferredTerm-admn-sts
consentement+pr%C3%A9alable-fr = deprecatedTerm-admn-sts
deuxi%C3%A8me+cycle+de+l%27%C3%A9ducation+de+base-fr = supersededTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+de+la+soci%C3%A9t%C3%A9+de+l%E2%80%99information+et+des+m%C3%A9dias-fr = supersededTerm-admn-sts
droits+de+la+personne+humaine-fr = deprecatedTerm-admn-sts
dur%C3%A9e+du+mandat-fr = preferredTerm-admn-sts
engin+de+d%C3%A9barquement+amphibie+standard-fr = preferredTerm-admn-sts
exploitation+sans+solution+de+continuit%C3%A9-fr = deprecatedTerm-admn-sts
force+multinationale+de+la+Communaut%C3%A9+%C3%A9conomique+et+mon%C3%A9taire+de+l%E2%80%99Afrique+centrale-fr = supersededTerm-admn-sts
gaz+de+combustion-fr = preferredTerm-admn-sts
importation+subsidi%C3%A9e-fr = admittedTerm-admn-sts
incident+haineux-fr = admittedTerm-admn-sts
institut+de+conjoncture-fr = supersededTerm-admn-sts
justificatif+de+l%27objet+du+voyage-fr = preferredTerm-admn-sts
marchandises+de+l%27Union-fr = preferredTerm-admn-sts
organelle-fr = deprecatedTerm-admn-sts
pays+associ%C3%A9+%C3%A0+l%27espace+Schengen-fr = preferredTerm-admn-sts
personne+malentendante-fr = preferredTerm-admn-sts
plan+europ%C3%A9en+pour+la+relance+%C3%A9conomique-fr = preferredTerm-admn-sts
refus+d%27entr%C3%A9e-fr = preferredTerm-admn-sts
signification-fr = preferredTerm-admn-sts
violation+des+droits+humains-fr = admittedTerm-admn-sts
vitesse+de+fourniture-fr = preferredTerm-admn-sts
BRGE-fr = supersededTerm-admn-sts
Comit%C3%A9+du+Fonds+europ%C3%A9en+d%27orientation+et+de+garantie+agricole-fr = supersededTerm-admn-sts
Convention+d%27application+relative+%C3%A0+l%27association+des+pays+et+territoires+d%27outre-mer+%C3%A0+la+Communaut%C3%A9-fr = supersededTerm-admn-sts
Convention+sur+la+dur%C3%A9e+du+travail+%C3%A0+bord+et+les+effectifs%2C+de+1936+%28C57%29-fr = supersededTerm-admn-sts
Direction+1+-+Ressources+humaines+et+administration+du+personnel-fr = supersededTerm-admn-sts
Direction+nationale+de+s%C3%A9curit%C3%A9+et+d%27hygi%C3%A8ne+du+travail-fr = supersededTerm-admn-sts
EUFOR+Libya-fr = preferredTerm-admn-sts
Fonds+d%E2%80%99affectation+sp%C3%A9ciale+du+FEM-fr = deprecatedTerm-admn-sts
Fonds+europ%C3%A9en+d%27orientation+et+de+garantie+agricole-fr = supersededTerm-admn-sts
Ligue+internationale+des+associations+d%27aide+aux+handicap%C3%A9s+mentaux-fr = supersededTerm-admn-sts
ONUDC-fr = preferredTerm-admn-sts
R%C3%A9seau+d%27Europ%C3%A9ens+pour+le+soutien+des+%C3%A9lections+et+de+la+d%C3%A9mocratie-fr = supersededTerm-admn-sts
Unit%C3%A9+1+B+-+Changement+climatique%2C+coordination%2C+affaires+horizontales-fr = supersededTerm-admn-sts
argile+limoneuse-fr = preferredTerm-admn-sts
bombe+plac%C3%A9e+en+bord+de+route-fr = preferredTerm-admn-sts
contr%C3%B4le+num%C3%A9rique-fr = deprecatedTerm-admn-sts
copiage+de+carte-fr = preferredTerm-admn-sts
d%C3%A9claration+de+cl%C3%B4ture-fr = preferredTerm-admn-sts
d%C3%A9marchage-fr = preferredTerm-admn-sts
esp%C3%A8ce+v%C3%A9g%C3%A9tale+invasive-fr = preferredTerm-admn-sts
groupe+des+Amis+de+la+pr%C3%A9sidence+%28R%C3%A9examen%2Fr%C3%A9vision+du+cadre+financier+pluriannuel%29-fr = supersededTerm-admn-sts
groupe+transfronti%C3%A8re-fr = preferredTerm-admn-sts
l%27indemnit%C3%A9+compensatoire+pour+l%27%C3%A9levage+de+montagne-fr = supersededTerm-admn-sts
protocole+%22chemins+de+fer%22-fr = deprecatedTerm-admn-sts
r%C3%A9gime+simplifi%C3%A9-fr = supersededTerm-admn-sts
r%C3%A9glementations+sur+la+s%C3%A9curit%C3%A9-fr = supersededTerm-admn-sts
rhinotrach%C3%A9ite+infectieuse+bovine%2Fvulvovaginite+pustuleuse+infectieuse-fr = preferredTerm-admn-sts
transf%C3%A9rabilit%C3%A9+des+droits+%C3%A0+pension-fr = preferredTerm-admn-sts
virus+de+la+grippe+mexicaine-fr = deprecatedTerm-admn-sts
visa+de+type+C-fr = admittedTerm-admn-sts
web+visible-fr = deprecatedTerm-admn-sts
zone+d%27influence+visuelle-fr = preferredTerm-admn-sts
DG+E-fr = supersededTerm-admn-sts
Direction+1+-+Comp%C3%A9titivit%C3%A9%2C+environnement%2C+transports%2C+t%C3%A9l%C3%A9com%2C+%C3%A9nergie-fr = supersededTerm-admn-sts
Groupe+ad+hoc+sur+le+m%C3%A9canisme+de+r%C3%A9solution+unique-fr = supersededTerm-admn-sts
Journ%C3%A9e+internationale+contre+l%27homophobie-fr = supersededTerm-admn-sts
PME-fr = deprecatedTerm-admn-sts
Pologne%2C+Hongrie%3A+Assistance+%C3%A0+la+restructuration+%C3%A9conomique-fr = supersededTerm-admn-sts
Recommandation+concernant+la+cr%C3%A9ation+d%27un+service+public+d%27hygi%C3%A8ne-fr = supersededTerm-admn-sts
Relief+and+Rehabilitation+Commission-fr = supersededTerm-admn-sts
Service+de+protection+des+fronti%C3%A8res-fr = supersededTerm-admn-sts
Union+Internationale+pour+la+Protection+de+la+Nature-fr = supersededTerm-admn-sts
Union+des+conf%C3%A9d%C3%A9rations+de+l%27industrie+et+des+employeurs+d%27Europe-fr = supersededTerm-admn-sts
agent+de+lest-fr = supersededTerm-admn-sts
autorisation+de+s%C3%A9jour-fr = preferredTerm-admn-sts
avis+d%27op%C3%A9r%C3%A9-fr = preferredTerm-admn-sts
base+libre-fr = deprecatedTerm-admn-sts
commande+num%C3%A9rique-fr = preferredTerm-admn-sts
commissaire+charg%C3%A9+de+l%27%C3%A9largissement+et+de+la+politique+europ%C3%A9enne+de+voisinage-fr = supersededTerm-admn-sts
consommation+de+longue+dur%C3%A9e-fr = deprecatedTerm-admn-sts
demande+d%27octroi+du+statut+de+r%C3%A9fugi%C3%A9-fr = admittedTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+des+relations+ext%C3%A9rieures-fr = supersededTerm-admn-sts
fraude+portant+atteinte+aux+int%C3%A9r%C3%AAts+financiers+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
glucinium-fr = supersededTerm-admn-sts
m%C3%A9tis-fr = deprecatedTerm-admn-sts
mandat+ex%C3%A9cutif-fr = admittedTerm-admn-sts
obligation+de+l%27entreprise+de+transport-fr = admittedTerm-admn-sts
ordinateur+tablette-fr = admittedTerm-admn-sts
pays+h%C3%B4te-fr = admittedTerm-admn-sts
prot%C3%A9ine+de+choc+thermique-fr = preferredTerm-admn-sts
r%C3%A9gime+de+la+nation+la+plus+favoris%C3%A9e-fr = supersededTerm-admn-sts
s%C3%A9minaire+des+m%C3%A9dias+de+la+soci%C3%A9t%C3%A9+civile-fr = deprecatedTerm-admn-sts
trading+automatique-fr = admittedTerm-admn-sts
%C3%A9ducation+aux+images-fr = preferredTerm-admn-sts
AMM-fr = preferredTerm-admn-sts
BCAH-fr = deprecatedTerm-admn-sts
Comit%C3%A9+de+B%C3%A2le+sur+le+contr%C3%B4le+bancaire-fr = preferredTerm-admn-sts
Comit%C3%A9+des+%C3%A9glises+aupr%C3%A8s+des+migrants-fr = supersededTerm-admn-sts
Comprehensive+Anti-Apartheid+Act-fr = admittedTerm-admn-sts
Convention+sur+les+cong%C3%A9s+pay%C3%A9s+%28agriculture%29%2C+1952-fr = supersededTerm-admn-sts
Coop%C3%A9ration+europ%C3%A9enne+dans+le+domaine+de+la+recherche+scientifique+et+technique-fr = supersededTerm-admn-sts
DG+F+-+Communication+et+gestion+des+documents-fr = supersededTerm-admn-sts
Direction+2+-+Gestion+des+documents-fr = supersededTerm-admn-sts
FASR-fr = supersededTerm-admn-sts
Groupe+%C3%A0+haut+niveau+sur+l%27int%C3%A9gration+des+politiques+d%27%C3%A9galit%C3%A9+des+chances-fr = deprecatedTerm-admn-sts
Haut+comit%C3%A9+des+n%C3%A9gociations-fr = supersededTerm-admn-sts
Institut+du+Fonds+mon%C3%A9taire+international-fr = supersededTerm-admn-sts
OSE-fr = preferredTerm-admn-sts
Organisation+du+trait%C3%A9+central-fr = supersededTerm-admn-sts
Repr%C3%A9sentant+sp%C3%A9cial+du+Secr%C3%A9taire+g%C3%A9n%C3%A9ral+pour+la+question+des+d%C3%A9fenseurs+des+droits+de+l%27homme-fr = supersededTerm-admn-sts
algues+bleues-fr = supersededTerm-admn-sts
assurance+maladie-fr = preferredTerm-admn-sts
char+d%27assaut-fr = supersededTerm-admn-sts
commission+sp%C3%A9cialis%C3%A9e+de+terminologie+et+de+n%C3%A9ologie-fr = supersededTerm-admn-sts
comptes+budg%C3%A9taires-fr = deprecatedTerm-admn-sts
conseil+consultatif+r%C3%A9gional+pour+la+flotte+en+haute+mer%2Fp%C3%AAche+lointaine-fr = supersededTerm-admn-sts
disposition+des+marchandises-fr = admittedTerm-admn-sts
loi-cadre-fr = supersededTerm-admn-sts
objet+ancien-fr = admittedTerm-admn-sts
obligation+de+minimiser+le+dommage-fr = deprecatedTerm-admn-sts
octroi+de+l%27asile-fr = admittedTerm-admn-sts
projet+europ%C3%A9en+de+surveillance+de+la+consommation+d%27antimicrobiens-fr = supersededTerm-admn-sts
pyl%C3%B4ne+an%C3%A9mom%C3%A9trique-fr = preferredTerm-admn-sts
r%C3%A8glement+europ%C3%A9en-fr = supersededTerm-admn-sts
refus-fr = deprecatedTerm-admn-sts
rendement+des+cultures+c%C3%A9r%C3%A9ali%C3%A8res-fr = admittedTerm-admn-sts
retard+sur+l%27aire+de+trafic-fr = preferredTerm-admn-sts
salari%C3%A9+%C3%A9tranger-fr = admittedTerm-admn-sts
section+%22hors+quota%22+du+Fonds+europ%C3%A9en+de+d%C3%A9veloppement+r%C3%A9gional-fr = supersededTerm-admn-sts
spina+bifida+aperta-fr = preferredTerm-admn-sts
traduction+assist%C3%A9e+par+ordinateur-fr = preferredTerm-admn-sts
travail+%C3%A0+la+demande-fr = preferredTerm-admn-sts
visa+pour+un+s%C3%A9jour+d%27une+dur%C3%A9e+sup%C3%A9rieure+%C3%A0+trois+mois-fr = admittedTerm-admn-sts
%C3%89tat+de+transit-fr = admittedTerm-admn-sts
Comit%C3%A9+de+s%C3%A9curit%C3%A9+%28Assurance+de+l%27information+-+experts%29-fr = supersededTerm-admn-sts
Convention+pour+la+protection+de+la+mer+M%C3%A9diterran%C3%A9e+contre+la+pollution-fr = supersededTerm-admn-sts
Direction+1+-+Environnement%2C+%C3%A9ducation%2C+jeunesse%2C+culture%2C+audiovisuel+et+sport-fr = supersededTerm-admn-sts
Direction+4+-+Questions+institutionnelles%2FBudget%2FStatut%2FContentieux-fr = supersededTerm-admn-sts
Direction+g%C3%A9n%C3%A9rale+des+entreprises-fr = supersededTerm-admn-sts
Directive+96%2F98%2FCE+du+Conseil%2C+du+20+d%C3%A9cembre+1996%2C+relative+aux+%C3%A9quipements+marins-fr = supersededTerm-admn-sts
EUFOR+Libye-fr = supersededTerm-admn-sts
FEOGA%2C+section+%22garantie%22-fr = supersededTerm-admn-sts
Groupe+COSCE-fr = admittedTerm-admn-sts
Groupe+ad+hoc+%22Produits+chimiques%22-fr = supersededTerm-admn-sts
Inspection+du+travail-fr = supersededTerm-admn-sts
Protocole+sur+la+coh%C3%A9sion+%C3%A9conomique+et+sociale-fr = supersededTerm-admn-sts
SCIC-fr = supersededTerm-admn-sts
Service+des+technologies+de+la+s%C3%A9curit%C3%A9+int%C3%A9rieure-fr = supersededTerm-admn-sts
Syst%C3%A8me+communautaire+d%27attribution+d%27un+label+%C3%A9cologique-fr = supersededTerm-admn-sts
Table+r%C3%A9gionale+pour+l%27Europe+du+sud-est-fr = deprecatedTerm-admn-sts
UNICE-fr = supersededTerm-admn-sts
Union+internationale+des+syndicats+chr%C3%A9tiens+des+ouvriers+de+l%27industrie+m%C3%A9tallurgique-fr = supersededTerm-admn-sts
action+d%C3%A9claratoire-fr = preferredTerm-admn-sts
blageon-fr = preferredTerm-admn-sts
conseil+consultatif+r%C3%A9gional+pour+les+stocks+p%C3%A9lagiques-fr = supersededTerm-admn-sts
contrat+d%27appui+%C3%A0+la+consolidation+de+l%27%C3%89tat-fr = preferredTerm-admn-sts
cryptage-fr = preferredTerm-admn-sts
direction+g%C3%A9n%C3%A9rale+des+affaires+int%C3%A9rieures-fr = supersededTerm-admn-sts
groupe+des+Huit-fr = supersededTerm-admn-sts
infection+%C3%A0+Bonamia+ostreae-fr = preferredTerm-admn-sts
infection+par+le+virus+de+la+fi%C3%A8vre+catarrhale+ovine-fr = preferredTerm-admn-sts
m%C3%A9canisme+de+financement+avec+partage+des+risques-fr = preferredTerm-admn-sts
produit+de+coupe-fr = preferredTerm-admn-sts
proton+solaire+de+grande+%C3%A9nergie-fr = deprecatedTerm-admn-sts
quasi-esp%C3%A8ces-fr = deprecatedTerm-admn-sts
technologie+cl%C3%A9+g%C3%A9n%C3%A9rique-fr = preferredTerm-admn-sts
traduction+inters%C3%A9miotique-fr = preferredTerm-admn-sts
transf%C3%A9rabilit%C3%A9+des+certifications-fr = preferredTerm-admn-sts
%C3%A9valuation+au+prix+d%27acquisition+ou%2C+si+elle+est+plus+faible%2C+%C3%A0+la+valeur+du+march%C3%A9-fr = admittedTerm-admn-sts
Agence+d%27information+panafricaine-fr = admittedTerm-admn-sts
Association+de+conseil+aux+immigr%C3%A9s+du+Royaume-Uni-fr = supersededTerm-admn-sts
BCMN-fr = supersededTerm-admn-sts
CMPI-fr = supersededTerm-admn-sts
CSTN-fr = supersededTerm-admn-sts
Centre+international+d%27informations+de+s%C3%A9curit%C3%A9+et+d%27hygi%C3%A8ne+du+travail-fr = supersededTerm-admn-sts
Commission+de+secours+et+de+r%C3%A9adaptation-fr = supersededTerm-admn-sts
Conseil+%22%C3%89ducation%2C+jeunesse+et+culture%22-fr = supersededTerm-admn-sts
Groupe+%22Services+financiers%22+%28Services+de+paiement%29-fr = supersededTerm-admn-sts
Journ%C3%A9e+internationale+des+populations+autochtones-fr = supersededTerm-admn-sts
L%27Europe+en+mouvement-fr = admittedTerm-admn-sts
Notes+explicatives+de+la+nomenclature+combin%C3%A9e+des+Communaut%C3%A9s+europ%C3%A9ennes-fr = supersededTerm-admn-sts
Organisation+de+la+Conf%C3%A9rence+islamique-fr = supersededTerm-admn-sts
RMC-fr = supersededTerm-admn-sts
SECRET+UE-fr = supersededTerm-admn-sts
TPICE-fr = supersededTerm-admn-sts
Union+pour+l%27innovation-fr = supersededTerm-admn-sts
analyse+de+haut+niveau-fr = deprecatedTerm-admn-sts
atteintes+flagrantes+aux+droits+humains-fr = admittedTerm-admn-sts
autorit%C3%A9+responsable+de+la+d%C3%A9termination+du+statut+de+r%C3%A9fugi%C3%A9-fr = supersededTerm-admn-sts
blanchiment+de+capitaux+li%C3%A9+aux+activit%C3%A9s+commerciales-fr = deprecatedTerm-admn-sts
catalyseur+de+stockage+de+NOx-fr = deprecatedTerm-admn-sts
celtium-fr = supersededTerm-admn-sts
clavel%C3%A9e-fr = preferredTerm-admn-sts
comit%C3%A9+consultatif+en+mati%C3%A8re+d%27ententes+et+de+positions+dominantes+dans+le+domaine+des+transports-fr = supersededTerm-admn-sts
convention+de+d%C3%A9l%C3%A9gation-fr = supersededTerm-admn-sts
d%C3%A9tersif+synth%C3%A9tique-fr = deprecatedTerm-admn-sts
fi%C3%A8vre+charbonneuse-fr = preferredTerm-admn-sts
glocalisation-fr = preferredTerm-admn-sts
m%C3%A9diateur-fr = preferredTerm-admn-sts
menace+pour+l%27ordre+public-fr = preferredTerm-admn-sts
mesure+d%27enqu%C3%AAte-fr = preferredTerm-admn-sts
offre+%C3%A9lectronique-fr = supersededTerm-admn-sts
ordre+juridique+communautaire-fr = supersededTerm-admn-sts
point+d%E2%80%99admission+et+point+d%E2%80%99attaque-fr = supersededTerm-admn-sts
surveillance+europ%C3%A9enne+de+la+consommation+d%27antibiotiques-fr = deprecatedTerm-admn-sts
traite+des+%C3%AAtres+humains-fr = preferredTerm-admn-sts
transf%C3%A9rabilit%C3%A9-fr = preferredTerm-admn-sts
%C3%89leusis-fr = preferredTerm-admn-sts
%C3%A9l%C3%A9ment+corroborant-fr = supersededTerm-admn-sts
